CourseCode,CourseName,Origin,Question,OptionA,OptionB,OptionC,OptionD,OptionE,OptionF,Answer,RelatedTextbook,RelatedChapter
BSCN9200,Family Health,AI,Bacteria responsible for Toxic Shock Syndrome,,,,,,,Staphylococcus aureus,Leifer's Introduction to Maternity & Pediatric Nursing,2 - The Nurse's Role in Reproductive Health Care
BSCN9200,Family Health,AI,Primary mechanism of hormonal contraception,,,,,,,Prevents ovulation,Leifer's Introduction to Maternity & Pediatric Nursing,2 - The Nurse's Role in Reproductive Health Care
BSCN9200,Family Health,AI,Meaning of ‘C’ in ACHES warning signs,,,,,,,Chest pain,Leifer's Introduction to Maternity & Pediatric Nursing,2 - The Nurse's Role in Reproductive Health Care
BSCN9200,Family Health,AI,Most effective emergency contraception method,,,,,,,Copper IUD,Leifer's Introduction to Maternity & Pediatric Nursing,2 - The Nurse's Role in Reproductive Health Care
BSCN9200,Family Health,T,What is the usual site of implantation in the female reproductive system?,Edge of the inner cervical os,Outer third of the fallopian tube,Lower section of the posterior uterine wall,Upper section of the posterior uterine wall,,,D,Leifer's Introduction to Maternity & Pediatric Nursing,3 - Fetal Development
BSCN9200,Family Health,T,What is the best response to a pregnant person who smokes 10 cigarettes per week and asks if they may continue?,Ask your primary health care provider.,You should decrease the number of cigarettes you smoke.,Occasional smoking is not harmful.,Smoking and alcohol use may adversely affect your baby’s development.,,,D,Leifer's Introduction to Maternity & Pediatric Nursing,3 - Fetal Development
BSCN9200,Family Health,T,What is the most accurate response when a pregnant person at 8 weeks asks if the ultrasound can reveal fetal sex?,"Yes, we can tell the sex.","No, sex organs have not yet started to develop.",We must wait until birth.,External genitalia are not visible until at least 10 weeks.,,,D,Leifer's Introduction to Maternity & Pediatric Nursing,3 - Fetal Development
BSCN9200,Family Health,T,Which hormone is produced by the placenta?,Estrogen,Luteinizing hormone (LH),Testosterone,Aldosterone,,,A,Leifer's Introduction to Maternity & Pediatric Nursing,3 - Fetal Development
BSCN9200,Family Health,T,Which maternal hormone reduces uterine contractions to prevent miscarriage or preterm labour?,Estrogen,Testosterone,Aldosterone,Progesterone,,,D,Leifer's Introduction to Maternity & Pediatric Nursing,3 - Fetal Development
BSCN9200,Family Health,T,Which statements about the placenta are true?,Produces estrogen for breast development.,"Serves as organ for fetal respiration, nutrition, excretion.",Much larger than fetus throughout pregnancy.,Functions as an endocrine gland.,Always present in uterus and only grows in size.,,A|B|D,Leifer's Introduction to Maternity & Pediatric Nursing,3 - Fetal Development
BSCN9200,Family Health,T,What functions does amniotic fluid have?,Allows fetal movement.,Nourishes the fetus.,Maintains an even temperature.,Allows for symmetrical growth.,Provides for fetal circulation.,,A|C|D,Leifer's Introduction to Maternity & Pediatric Nursing,3 - Fetal Development
BSCN9200,Family Health,AI,Meiosis produces:,Diploid cells,Identical daughter cells,Haploid gametes,Placental tissue,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,3 - Fetal Development
BSCN9200,Family Health,AI,Implantation typically occurs:,1–2 days after fertilization,6–10 days after fertilization,3 weeks after fertilization,At 12 weeks gestation,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,3 - Fetal Development
BSCN9200,Family Health,AI,Amniotic fluid allows:,Reduced fetal movement,Temperature instability,Musculoskeletal development,Placental hormone production,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,3 - Fetal Development
BSCN9200,Family Health,AI,Sex determination depends on sperm carrying this chromosome,,,,,,,X or Y,Leifer's Introduction to Maternity & Pediatric Nursing,3 - Fetal Development
BSCN9200,Family Health,AI,Fluid that cushions fetus and allows movement,,,,,,,Amniotic fluid,Leifer's Introduction to Maternity & Pediatric Nursing,3 - Fetal Development
BSCN9200,Family Health,P,A pregnant client at 28 weeks reports dizzinesss and nausea when lying flat. What is the most appropriate nursing action?,Encourage deep breathing,Raise the head of the bed,Turn the client onto their side,Offer oral fluids,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,P,A client who is G3 T1 P1 A0 L2 asks what this means. Which explanation is correct?,"Three pregnancies, two births, one miscarriage","Three prenancies, one term birth, one preterm birth, two living children","Three pregnancies, one birth, two living children","Three pregnancies, one term birth, no preterm births",,,B,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,P,Which statement by a pregnant client shows correct understanding of exercise guidelines?,"""I should avoid exercise during pregnancy""","""I should exercise at an intensity where I can still talk""","""Exercising in hot environments is recommended""","""Only stretching exercises are safe""",,,B,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,T,"At what time during pregnancy would patient education focus mainly on physiological changes, fetal development, and nutrition?",Before conception,During the first trimester,During the second trimester,During the third trimester,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,T,Where is the irregular hyperpigmentation of chloasma found?,"Chest, neck, arms, and legs","Breasts, areola, and nipples","Cheeks, forehead, and nose","Abdomen, breasts, and thighs",,,C,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,T,Why are frequent prenatal visits important?,To estimate number of births for the year,To predict infant health problems,To maintain maternal health and promote good fetal outcomes,To screen for contagious diseases,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,T,Varicosities of the rectum and anus that worsen with constipation and fetal descent are called:,Hemorrhoids,Fissures,Hernias,Aneurisms,,,A,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,T,Which symptoms are expected changes during pregnancy?,Constipation,Blurred vision,Breast enlargement,Skin discolouration,Mild vaginal bleeding,Nasal stuffiness,A|C|D|F,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,T,Which are positive signs of pregnancy?,Fetal heart rate,Positive serum pregnancy test,Fetal movements felt by mother,Fetal outline by palpation,Visualization of fetus by ultrasound,,A|E,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,T,Which routine assessments are made at each prenatal visit?,Glucose tolerance test (GTT),Fundal height,Urinalysis for protein and ketones,Fetal heart rate,Leopold manoeuvers,,B|C|D,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,Antepartum refers to:,The birth process,The period before birth,The postpartum period,The neonatal period,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,A key component of preconception care is:,Avoiding folic acid,Smoking reduction only,Identifying health risks before pregnancy,Avoiding STI testing,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,Primigravida refers to:,Never pregnant,Pregnant for the first time,Given birth once,Pregnant more than once,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,"In GTPAL, 'A' stands for:",Alive,Abortion,Assessment,Anomaly,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,Nägele’s Rule assumes pregnancy lasts:,260 days,270 days,280 days,300 days,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,A dating ultrasound is preferred over Nägele’s Rule because:,It is always exact,It is more accurate than LNMP-based estimates,It predicts labour onset,It replaces prenatal visits,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,A routine prenatal visit between 29–36 weeks occurs:,Weekly,Every 2–3 weeks,Every 4 weeks,Only if symptoms occur,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,Fundal height typically matches gestational age between:,10–20 weeks,20–36 weeks,30–40 weeks,6–12 weeks,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,A presumptive sign of pregnancy is:,Positive pregnancy test,Amenorrhea,Fetal heartbeat,Ultrasound visualization,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,A positive sign of pregnancy is:,Nausea,Chadwick sign,Ballottement,Ultrasound visualization,,,D,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,Supine hypotension syndrome is caused by:,Low blood sugar,Compression of the inferior vena cava,High progesterone,Low iron levels,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,A common respiratory change in pregnancy is:,Decreased oxygen needs,Diaphragm lowering,Shortness of breath,Reduced blood flow to lungs,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,A major GI change in pregnancy is:,Increased gastric emptying,Decreased gastric acid secretion,Reduced appetite,Increased intestinal motility,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,Prenatal period before birth,,,,,,,Antepartum,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,Care that identifies risks before conception,,,,,,,Preconception care,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,Term for first pregnancy,,,,,,,Primigravida,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,"In GTPAL, losses before 20 weeks",,,,,,,Abortion,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,Rule used to estimate due date,,,,,,,Nägele’s Rule,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,Visit frequency from 37 weeks to birth,,,,,,,Weekly visits,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,Measurement that matches gestational age from 20–36 weeks,,,,,,,Fundal height,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,Subjective sign suggesting pregnancy,,,,,,,Amenorrhea,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,Definitive confirmation of pregnancy,,,,,,,Ultrasound visualization,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,Cause of supine hypotension syndrome,,,,,,,Inferior vena cava compression,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,Common respiratory symptom in pregnancy,,,,,,,Dyspnea,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,AI,GI change caused by slowed motility,,,,,,,Constipation,Leifer's Introduction to Maternity & Pediatric Nursing,4 - Prenatal Care and Adaptations to Pregnancy
BSCN9200,Family Health,P,Which finding requires immediate follow-up?,Mild ankle edema at 30 weeks,Nausea in the first trimester,Decreased fetal movement at 32 weeks,Increased appetite in the second trimester,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,T,At what point does pre-eclampsia become eclampsia?,Onset of diplopia and headache,Blood pressure of 150/100 mm Hg or above,Presence of facial edema and proteinuria,Presence of seizures,,,D,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,T,A 28‑week pregnant patient with gestational hypertension shows which symptom indicating worsening severity?,1+ protein in urine,Dependent edema,Blurred vision,BP of 138/90 mm Hg,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,T,What best describes hemolytic disease of the newborn (erythroblastosis fetalis)?,Fetal blood reacts against maternal Rh factor,Maternal blood reacts against fetal Rh factor,Rh incompatibility causing fetal Hgb ≤100 g/L,Rh disease causing sickle cell disease,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,T,Which intervention is least likely to reduce symptoms of hyperemesis gravidarum?,Eating only three meals per day,Avoiding strong odours,Administration of antiemetics,Using acupuncture,,,A,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,T,A pregnancy occurring outside the uterine cavity is called:,Miscarriage,Ectopic pregnancy,Placental abruption,Pre-eclampsia,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,T,Predisposing factors for placental abruption include:,Hypertension,Poor nutrition,Folate deficiency,Cigarette smoking,Excessive weight gain,,A|B|C|D,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,T,Which symptoms should be reported to the health care provider during pregnancy?,Sudden gush of fluid,Blurred vision,Vaginal bleeding,Vomiting during first trimester,Frequent urination,,A|B|C,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,T,Which of the following are considered teratogens?,Cannabis,Nicotine,X-rays,Glyburide,Zika virus,,A|B|C|E,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,AI,A danger sign in pregnancy is:,Mild nausea,Braxton Hicks contractions,Sudden fluid gush,Increased appetite,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,AI,Hyperemesis gravidarum is characterized by:,Mild nausea,Inability to retain food/fluids,Constipation,Increased appetite,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,AI,A threatened abortion is defined by:,Open cervix and bleeding,Bleeding with closed cervix,Expulsion of all products,No fetal heartbeat,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,AI,Preeclampsia warning signs include:,Increased appetite,Visual changes and headache,Mild fatigue,Frequent urination,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,AI,Nicotine use in pregnancy increases risk of:,High birth weight,Placenta previa,Improved lung function,Reduced miscarriage risk,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,AI,Alcohol use in pregnancy can cause:,Neural tube defects,Fetal Alcohol Spectrum Disorder,Macrosomia,Improved sleep,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,AI,Air travel is considered safe until:,20 weeks,28 weeks,36 weeks,40 weeks,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,AI,Severe nausea and vomiting condition,,,,,,,Hyperemesis gravidarum,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,AI,Bleeding with closed cervix,,,,,,,Threatened abortion,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,AI,Warning sign: headache + visual changes,,,,,,,Preeclampsia symptoms,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,AI,Nicotine risk: placenta detaches early,,,,,,,Placental abruption,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,AI,Condition caused by alcohol exposure,,,,,,,Fetal Alcohol Spectrum Disorder,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,AI,Safe air travel limit for uncomplicated pregnancy,,,,,,,36 weeks,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,AI,Severe complication sign: sudden fluid loss,,,,,,,Rupture of membranes,Leifer's Introduction to Maternity & Pediatric Nursing,5 - Nursing Care of Patients with Complications During Pregnancy
BSCN9200,Family Health,T,What is a normal finding when assessing the fundus during the fourth stage of labour?,Firm and at the umbilicus,Soft and deviated to the left,Firm and deviated to the right,"Soft to touch, but firm with massage",,,A,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,T,What is the purpose of administering vitamin K (AquaMEPHYTON) to a newborn?,Cord healing,Blood clotting,Respiratory support,Infection prevention,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,T,A nitrazine paper test turns deep blue. What does this indicate?,Risk for placenta previa,Active phase of labour,Fluid is acidic and likely urine,Fluid is alkaline and likely amniotic fluid,,,D,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,T,When does the second stage of labour begin?,Fetus at +1 station,Placenta delivered,Patient feels urge to push,Cervix fully dilated at 10 cm,,,D,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,T,Which nursing action has the highest priority in the second stage of labour?,Check fetal position,Administer pain medication,Help the patient push effectively,Assist with breastfeeding,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,T,Which finding suggests birth may be imminent?,Increased vaginal discharge,Lightening,Grunting sounds,Diarrhea,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,T,Which statement shows understanding of home birth?,No access to emergency newborn care at home.,Low‑risk individuals can safely have a home birth.,Higher infection risk at home.,An obstetrician will come to the home if complications occur.,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,T,"If the fetal sacrum in breech presentation is in the right posterior pelvis, this is:",Right sacrum posterior,Left mentum anterior,Transverse,Left occiput posterior,,,A,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,T,A laceration extending through the anal sphincter into the rectal mucosa is which degree?,First degree,Second degree,Third degree,Fourth degree,,,D,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,T,Which newborn respiratory distress signs require immediate reporting?,Grunting respirations,Flaring of the nostrils,Heart rate above 110 bpm,Cyanosis of hands and feet,Respiratory rate of 50 breaths/min,,A|B,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,T,Which assessments are included in the Apgar scoring system?,Heart rate,Reflexes,Cry,Colour,Respiratory effort,Meconium,A|B|D|E,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,The 'Powers' of labour refer to:,Maternal emotions,Contractions and pushing,Fetal position,Pelvic shape,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,Effacement refers to:,Opening of the cervix,Thinning and shortening of the cervix,Fetal descent,Placental separation,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,A contraction lasting longer than 90 seconds is:,Normal,A safety concern,A sign of imminent birth,A sign of dehydration,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,The most favourable pelvic type for birth is:,Android,Anthropoid,Gynecoid,Platypelloid,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,The fetal part entering the pelvis first is called:,Lie,Attitude,Presentation,Station,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,A transverse lie indicates:,Normal vaginal birth,Shoulder presentation,Face presentation,Breech presentation,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,Lightening refers to:,Cervical dilation,Fetal head descending into pelvis,Placental separation,Membrane rupture,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,Station 0 indicates:,Delivery imminent,Head above ischial spines,Head engaged at ischial spines,Head crowning,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,True labour is characterized by:,Irregular contractions,Contractions relieved by walking,Progressive cervical change,Pain only in the abdomen,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,The second stage of labour begins with:,Effacement,Full dilation,Placental delivery,Rupture of membranes,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,Apgar scoring evaluates all EXCEPT:,Heart rate,Respiratory effort,Skin colour,Blood glucose,,,D,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,Vitamin K is given to newborns to prevent:,Hypoglycemia,Bleeding,Infection,Hypothermia,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,Labour factor referring to contractions and pushing,,,,,,,Powers,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,Cervical thinning and shortening,,,,,,,Effacement,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,Most favourable pelvic type for vaginal birth,,,,,,,Gynecoid,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,Fetal part entering pelvis first,,,,,,,Presentation,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,Fetal head descending into pelvis before labour,,,,,,,Lightening,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,Station indicating head engaged at ischial spines,,,,,,,0 station,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,Contractions that cause cervical change,,,,,,,True labour,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,Stage beginning with full dilation,,,,,,,Second stage,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,Newborn medication preventing bleeding,,,,,,,Vitamin K,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,Irregular contractions relieved by walking,,,,,,,Prelabour,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,AI,Score assessing newborn at 1 and 5 minutes,,,,,,,APGAR score,Leifer's Introduction to Maternity & Pediatric Nursing,6 - Nursing Care of the Family During Labour and Birth
BSCN9200,Family Health,T,Which childbirth method was originally called 'husband‑coached childbirth' and first included the father as an integral part of labour?,Lamaze,Dick-Read,Bradley,Gate control,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,7 - Pain Management During Labour and Birth
BSCN9200,Family Health,T,What is a potential adverse effect of a pudendal block?,Vaginal hematoma,Maternal hypotension,Fetal deoxygenation,Spinal headache,,,A,Leifer's Introduction to Maternity & Pediatric Nursing,7 - Pain Management During Labour and Birth
BSCN9200,Family Health,T,Which interventions should a nurse expect after an epidural block is placed?,Fluid bolus of 500 mL,Frequent monitoring of blood pressure,Frequent antiemetics,Frequent temperature assessment,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,7 - Pain Management During Labour and Birth
BSCN9200,Family Health,T,Which natural substance released during labour reduces the need for analgesics?,Testosterone,Estrogen,Serotonin,Endorphins,,,D,Leifer's Introduction to Maternity & Pediatric Nursing,7 - Pain Management During Labour and Birth
BSCN9200,Family Health,T,Which theory explains how pain impulses reach the brain and supports nonpharmacological pain control?,Gate-control theory,Pain-management theory,Pain self-regulation theory,Pain-control theory,,,A,Leifer's Introduction to Maternity & Pediatric Nursing,7 - Pain Management During Labour and Birth
BSCN9200,Family Health,T,What is the goal of labour support?,Providing supportive care to the labouring person,Preparing the birthing room,Assisting the HCP to gown and glove,Documenting labour progression,,,A,Leifer's Introduction to Maternity & Pediatric Nursing,7 - Pain Management During Labour and Birth
BSCN9200,Family Health,T,Which are nonpharmacological forms of pain control?,Hydrotherapy,Epidural,Breathing techniques,Effleurage,Sacral pressure,,A|C|D|E,Leifer's Introduction to Maternity & Pediatric Nursing,7 - Pain Management During Labour and Birth
BSCN9200,Family Health,T,Knowledge regarding the labour process can help decrease pain.,TRUE,FALSE,,,,,A,Leifer's Introduction to Maternity & Pediatric Nursing,7 - Pain Management During Labour and Birth
BSCN9200,Family Health,T,"During the second stage, the labouring person should take a deep breath and hold it to a count of 10 two to three times per contraction.",TRUE,FALSE,,,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,7 - Pain Management During Labour and Birth
BSCN9200,Family Health,AI,Non‑pharmacological pain relief includes:,Epidural,Nitrous oxide,Effleurage,Spinal block,,,C,Leifer's Introduction to Maternity & Pediatric Nursing,7 - Pain Management During Labour and Birth
BSCN9200,Family Health,AI,A key benefit of non‑pharmacological pain relief is:,Slows labour,No fetal side effects,Requires no practice,Works instantly,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,7 - Pain Management During Labour and Birth
BSCN9200,Family Health,AI,Hyperventilation during labour may cause:,Hypertension,Tingling and dizziness,Bradycardia,Fever,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,7 - Pain Management During Labour and Birth
BSCN9200,Family Health,AI,An epidural is administered into the:,Subarachnoid space,Epidural space,Pia mater,Ventricular space,,,B,Leifer's Introduction to Maternity & Pediatric Nursing,7 - Pain Management During Labour and Birth
BSCN9200,Family Health,AI,Pain relief technique using light rhythmic stroking,,,,,,,Effleurage,Leifer's Introduction to Maternity & Pediatric Nursing,7 - Pain Management During Labour and Birth
